Category Name,SubCategory Name,Code Name,Interested
shopping,Diamond Buyers,diamondbuyers,1
shopping,Discount Store,discountstore,1
shopping,Drones,drones,1
shopping,Drugstores,drugstores,
shopping,Duty-Free Shops,dutyfreeshops,
shopping,Electronics,electronics,1
shopping,Eyewear & Opticians,opticians,1
shopping,Sunglasses,sunglasses,1
shopping,Farming Equipment,farmingequipment,
shopping,Fashion,fashion,1
shopping,Accessories,accessories,1
shopping,Ceremonial Clothing,ceremonialclothing,1
shopping,Children's Clothing,childcloth,1
shopping,Clothing Rental,clothingrental,1
shopping,Department Stores,deptstores,1
shopping,Formal Wear,formalwear,
shopping,Fur Clothing,furclothing,1
shopping,Hats,hats,1
shopping,Kimonos,kimonos,
shopping,Leather Goods,leather,1
shopping,Lingerie,lingerie,1
shopping,Maternity Wear,maternity,1
shopping,Men's Clothing,menscloth,1
shopping,Plus Size Fashion,plus_size_fashion,
shopping,Shoe Stores,shoes,1
shopping,Sleepwear,sleepwear,1
shopping,Sports Wear,sportswear,1
shopping,Dance Wear,dancewear,1
shopping,Stockings,stockings,1
shopping,Surf Shop,surfshop,
shopping,Swimwear,swimwear,1
shopping,Traditional Clothing,tradclothing,
shopping,"Used, Vintage & Consignment",vintage,1
shopping,Women's Clothing,womenscloth,1
shopping,Fireworks,fireworks,
shopping,Fitness/Exercise Equipment,fitnessequipment,1
shopping,Flea Markets,fleamarkets,1
shopping,Flowers & Gifts,flowers,1
shopping,Cards & Stationery,stationery,1
shopping,Florists,florists,
shopping,Gift Shops,giftshops,1
shopping,Gemstones & Minerals,gemstonesandminerals,1
shopping,Gold Buyers,goldbuyers,1
shopping,Guns & Ammo,guns_and_ammo,
shopping,Head Shops,headshops,
shopping,High Fidelity Audio Equipment,hifi,
shopping,Hobby Shops,hobbyshops,1
shopping,Home & Garden,homeandgarden,1
shopping,Appliances,appliances,1
shopping,Candle Stores,candlestores,1
shopping,Christmas Trees,christmastrees,1
shopping,Furniture Stores,furniture,1
shopping,Grilling Equipment,grillingequipment,
shopping,Hardware Stores,hardware,1
shopping,Holiday Decorations,holidaydecorations,1
shopping,Home Decor,homedecor,1
shopping,Hot Tub & Pool,hottubandpool,1
shopping,Kitchen & Bath,kitchenandbath,1
shopping,Kitchen Supplies,kitchensupplies,1
shopping,Lighting Stores,lightingstores,1
shopping,Linens,linens,1
shopping,Materiale elettrico,materialeelettrico,
shopping,Mattresses,mattresses,
shopping,Nurseries & Gardening,gardening,1
shopping,Hydroponics,hydroponics,
shopping,Outdoor Furniture Stores,outdoorfurniture,1
shopping,Paint Stores,paintstores,1
shopping,Playsets,playsets,
shopping,Pumpkin Patches,pumpkinpatches,
shopping,Rugs,rugs,1
shopping,Sheds & Outdoor Storage,shedsandoutdoorstorage,
shopping,Tableware,tableware,1
shopping,Horse Equipment Shops,horsequipment,
shopping,Jewelry,jewelry,1
shopping,Kiosk,kiosk,
shopping,Knitting Supplies,knittingsupplies,
shopping,Livestock Feed & Supply,livestocksupply,
shopping,Luggage,luggage,
shopping,Market Stalls,marketstalls,
shopping,Medical Supplies,medicalsupplies,
shopping,Military Surplus,militarysurplus,
shopping,Mobile Phone Accessories,cellphoneaccessories,
shopping,Mobile Phones,mobilephones,
shopping,Motorcycle Gear,motorcyclinggear,
shopping,Musical Instruments & Teachers,musicalinstrumentsandteachers,
shopping,Office Equipment,officeequipment,
shopping,Outlet Stores,outlet_stores,
shopping,Packing Supplies,packingsupplies,
shopping,Pawn Shops,pawn,1
shopping,Perfume,perfume,1
shopping,Personal Shopping,personal_shopping,1
shopping,Photography Stores & Services,photographystores,1
shopping,Pool & Billiards,poolbilliards,
shopping,Pop-up Shops,popupshops,
shopping,Props,props,
shopping,Public Markets,publicmarkets,
shopping,Religious Items,religiousitems,
shopping,Safe Stores,safestores,
shopping,Safety Equipment,safetyequipment,
shopping,Scandinavian Design,scandinaviandesign,
shopping,Shopping Centers,shoppingcenters,
shopping,Shopping Passages,shoppingpassages,
shopping,Souvenir Shops,souvenirs,1
shopping,Spiritual Shop,spiritual_shop,
shopping,Sporting Goods,sportgoods,
shopping,Bikes,bikes,1
shopping,Dive Shops,diveshops,
shopping,Golf Equipment,golfequipment,1
shopping,Hockey Equipment,hockeyequipment,1
shopping,Hunting & Fishing Supplies,huntingfishingsupplies,1
shopping,Outdoor Gear,outdoorgear,1
shopping,Skate Shops,skateshops,1
shopping,Ski & Snowboard Shops,skishops,1
shopping,Sports Wear,sportswear,1
shopping,Dance Wear,dancewear,1
shopping,Tabletop Games,tabletopgames,
shopping,Teacher Supplies,teachersupplies,
shopping,Thrift Stores,thrift_stores,1
shopping,Tickets,tickets,
shopping,Tobacco Shops,tobaccoshops,1
shopping,Toy Stores,toys,1
shopping,Trophy Shops,trophyshops,
shopping,Uniforms,uniforms,1
shopping,Used Bookstore,usedbooks,1
shopping,Vape Shops,vapeshops,1
shopping,Vitamins & Supplements,vitaminssupplements,1
shopping,Watches,watches,1
shopping,Wholesale Stores,wholesale_stores,1
shopping,Wigs,wigs,1
