Zip Code,Sighting Count,Latitude,Longitude
10032,1059,40.83733380323604,-73.94100410767766
11235,585,40.58620237845639,-73.95178681696298
10021,347,40.77017437615385,-73.95967902328205
11421,192,40.691048862511444,-73.85778290407384
10012,550,40.72510040917921,-73.99805870587663
11211,1363,40.72521604033393,-73.94653096829033
11233,1925,40.67894173473269,-73.92035894976678
10040,624,40.85151078698955,-73.93328262649572
11204,290,40.61875405457311,-73.98590754220805
11412,491,40.69788406019532,-73.75812173710023
11370,169,40.76240125272804,-73.89054726943333
10452,1180,40.83776048059113,-73.92231684261084
11374,275,40.72496872438417,-73.86190909579297
11220,380,40.64114795655813,-74.01315636570378
11221,3124,40.690911370872385,-73.92839204345452
11416,203,40.68462664863363,-73.8504100217925
11232,176,40.654176215598476,-74.00221802136377
10022,354,40.75835275687433,-73.96801353641247
10065,248,40.766024977023356,-73.96467341314504
11229,277,40.600255076647265,-73.94445012676756
10314,747,40.60391892222495,-74.14733925339877
11379,377,40.719001090695336,-73.87953956305995
10001,383,40.748472683133635,-73.99412585110599
11218,424,40.64364676303737,-73.97727067156823
11236,586,40.6400554159226,-73.90301309185533
11432,446,40.71479068231616,-73.79369988287894
10469,715,40.86980056304185,-73.84826503919628
11435,485,40.699609328818276,-73.80841807573583
11209,239,40.625961445884926,-74.02916668910623
10463,804,40.88099333315887,-73.90567084655173
11436,231,40.67661867187079,-73.79622409131898
11375,227,40.719408529651304,-73.84788809307486
11101,560,40.748451903706915,-73.93883026932582
11413,264,40.6731196903536,-73.74965722069167
11234,459,40.61888493883495,-73.92371701597183
11214,521,40.60203035352789,-73.99662773668042
11103,448,40.762554172289654,-73.91370845149146
10016,420,40.74550791084184,-73.97973716403061
11368,506,40.74807423573116,-73.86062291202457
11422,107,40.663565035796765,-73.73558251120771
10028,622,40.77656247154856,-73.95372926351706
11373,529,40.73977961917689,-73.87858003141193
11224,268,40.57981851189851,-73.99874538576844
11434,462,40.67734743979381,-73.77948084247423
10009,1179,40.72589128849824,-73.9808619052235
10023,778,40.776990717746614,-73.98116432645068
11417,306,40.6773738401759,-73.8441826854796
10301,363,40.62965652676858,-74.0938495995734
11357,243,40.78511221557653,-73.81048607376192
11414,170,40.65839815421687,-73.84232137211946
10471,156,40.902278938091605,-73.9031009959542
11411,104,40.69461744172414,-73.73667513745917
11358,113,40.76085741798523,-73.79594028907172
10039,304,40.82412635544267,-73.93938465791001
11369,154,40.76252833398786,-73.87285815751517
11429,193,40.70901924920065,-73.73953082313213
11364,60,40.74686752833275,-73.75950873534052
11418,258,40.69780140611688,-73.83463944092482
11102,159,40.771039449386876,-73.9246916002759
10018,140,40.754130848987536,-73.9903641017134
10312,555,40.54648440987465,-74.17844783809171
11104,186,40.744003530733735,-73.92122850521459
11692,76,40.593845242734226,-73.79678355219885
11106,275,40.76123877298161,-73.92957617929656
10004,40,40.70119226709678,-74.01355806946238
10307,126,40.50810435790714,-74.24246118008485
11001,46,40.72420989697832,-73.70637239202978
10069,29,40.77671636136364,-73.98839665227273
11427,60,40.7282247737634,-73.74864458576265
11356,80,40.7859742804839,-73.84475336986603
10044,10,40.761736533333334,-73.95011661111111
11423,180,40.71479318694552,-73.76767071231237
11004,24,40.745125712238725,-73.71224534213421
11105,186,40.775694822247594,-73.90945513492089
11219,402,40.63264396243729,-73.9966166145276
11420,313,40.67538033148365,-73.81507042999255
11691,214,40.601539868688356,-73.75766758227587
11428,66,40.721316189034226,-73.74251676132549
11694,72,40.5774679790288,-73.84656866765056
11228,176,40.61817120079319,-74.01130157939993
10475,79,40.87716718876872,-73.82720253053245
11693,65,40.59921528716773,-73.8180671020165
10017,77,40.751098481349906,-73.99233894689165
10308,279,40.55191198552485,-74.15067089381547
10075,237,40.77357542754286,-73.95652569805713
11415,58,40.70678600411373,-73.83139058106472
11426,97,40.734016101632044,-73.72142334254451
11360,37,40.77987767526287,-73.78222509477034
11242,1,40.693294,-73.9909144
11367,118,40.72879641489829,-73.82105674892433
11430,10,40.65178156666667,-73.78640034285715
11362,41,40.7601654007279,-73.73396630524512
10174,1,40.75167608,-73.97549006
11365,85,40.73874441543809,-73.79328118087618
10005,18,40.7186625591195,-74.00696161194968
10282,12,40.71578095762712,-74.01508863728814
11366,41,40.72793681311261,-73.79317588300313
10271,1,40.70809466666667,-74.01048526666666
11040,8,40.74431562933752,-73.68189154195939
10280,21,40.70800458309859,-74.01714389577465
11239,7,40.6499487313364,-73.88240169723503
10020,2,40.75896479859155,-73.97964981549295
10162,10,40.769456,-73.95013
10000,3,40.7127394,-74.005939
10121,1,40.750333330000004,-73.99205732
10120,1,40.7502869,-73.9895529
